malesCount,femalesCount,notes,tankClean,destinationTankNumber,departmentId,groupId,co2,ammonia,gridColumn,do,nitrate,transferDate,uia,isActive,stockingDate,number,lastUpdated,gridRow,tankStatus,temperature,tankCleanDate,ec,strainOrLine,salinity,systemId,forSale,density,batchCode,alkalinity,requiredTask,stockingDensity,nitrite,stage,species,pondTypeId,ph,fishSize,fishCount,id,created_date,updated_date,created_by_id,created_by,is_sample
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD59","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d422b","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.629000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD60","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d422c","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.696000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD61","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d422d","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.636000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD62","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d422e","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.576000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD63","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d422f","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.443000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD64","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4230","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.489000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD65","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4231","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.832000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD66","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4232","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.787000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD67","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4233","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.788000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD68","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4234","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.793000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD69","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4235","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.772000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD70","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4236","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.678000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD71","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4237","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.558000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD72","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4238","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.443000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD73","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4239","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.812000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD74","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d423a","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.803000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD75","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d423b","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.846000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD76","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d423c","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.791000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD77","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d423d","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.823000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD78","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d423e","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.784000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD79","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d423f","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.644000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD80","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4240","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.623000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD81","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4241","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.756000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD82","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4242","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.606000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD83","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4243","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.858000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD84","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4244","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.850000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD85","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4245","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.793000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD86","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4246","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.787000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD87","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4247","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.782000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD88","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4248","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.832000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD89","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4249","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.632000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD90","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d424a","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.769000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD91","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d424b","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.670000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD92","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d424c","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.516000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD93","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d424d","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.478000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD94","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d424e","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.873000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD95","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d424f","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.787000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD96","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4250","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.789000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD97","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4251","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.781000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD98","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4252","2026-03-18T12:55:36.804000","2026-04-05T13:20:12.789000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","1.6338512464654547","0","","8.63","250","","0","true","2026-03-25","RD1","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","No","Low","","45","","","0.1","fry","","","7.74","","","69baa0c8de84d339494d41f1","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.790000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","1.6338512464654547","0","","8.63","250","","0","true","2026-03-25","RD2","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","fry","","","7.74","","","69baa0c8de84d339494d41f2","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.419000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","1.6338512464654547","0","","8.63","250","","0","true","","RD3","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d41f3","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.470000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","2026-03-25","RD4","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d41f4","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.784000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","1.6338512464654547","0","","8.63","250","","0","true","","RD5","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","fry","","","7.74","","","69baa0c8de84d339494d41f5","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.791000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD6","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d41f6","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.789000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD7","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d41f7","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.783000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD8","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d41f8","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.656000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD9","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d41f9","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.562000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD10","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d41fa","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.564000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD11","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d41fb","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.665000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD12","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d41fc","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.589000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD13","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d41fd","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.572000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD14","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d41fe","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.541000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","לתת לגדול","","","6939cd656be03577a0a88ef0","","1.6338512464654547","0","","8.63","250","","0","true","","RD15","2026-04-14T11:46:25.185Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","Low","","45","","","0.1","juvenile","","","7.74","","","69baa0c8de84d339494d41ff","2026-03-18T12:55:36.803000","2026-04-14T11:46:25.715000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD16","2026-04-14T11:45:51.697Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","Normal","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4200","2026-03-18T12:55:36.803000","2026-04-14T11:45:52.289000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","1.6338512464654547","0","","8.63","250","","0","true","","RD17","2026-04-14T11:45:23.177Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","High","","45","","","0.1","juvenile","","","7.74","","","69baa0c8de84d339494d4201","2026-03-18T12:55:36.803000","2026-04-14T11:45:23.681000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD18","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4202","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.793000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD19","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4203","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.669000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD20","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4204","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.784000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD21","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d4205","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.636000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","1.6338512464654547","0","","8.63","250","","0","true","","RD22","2026-04-14T11:46:42.261Z","","Empty","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","No","Normal","","45","","","0.1","juvenile","","","7.74","","","69baa0c8de84d339494d4206","2026-03-18T12:55:36.803000","2026-04-14T11:46:46.115000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","1.6338512464654547","0","","8.63","250","","0","true","","RD23","2026-04-14T11:47:25.083Z","","Empty","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","Yes","High","","45","","","0.1","juvenile","","","7.74","2-2.5, 2.5-3","","69baa0c8de84d339494d4207","2026-03-18T12:55:36.803000","2026-04-14T11:47:25.832000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","1.6338512464654547","0","","8.63","250","","0","true","","RD24","2026-04-14T11:48:47.186Z","","Empty","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","No","High","","45","","","0.1","juvenile","","","7.74","3-3.5","","69baa0c8de84d339494d4208","2026-03-18T12:55:36.803000","2026-04-14T11:48:47.438000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","עתודת הורים של רסבורות וw.c","","","6939cd656be03577a0a88ef1","","1.6338512464654547","0","","8.63","250","","0","true","2026-03-31","RD25","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","Harlequin x1","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","Rasbora x1","","7.74","","","69baa0c8de84d339494d4209","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.573000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88eef","","1.6338512464654547","0","","8.63","250","","0","true","","RD26","2026-04-05T13:20:11.000Z","","Active","24.5","","2160","","","69b402793e6eb5f2dcbe6eb1","","","","45","","","0.1","","","","7.74","","","69baa0c8de84d339494d420a","2026-03-18T12:55:36.803000","2026-04-05T13:20:12.496000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.374520591660662","0","","7.85","62","","0","true","","LD30","2026-04-05T12:49:47.000Z","","Active","23.9","","2250","","","69b402793e6eb5f2dcbe6ead","","","","60","","","0.2","","","","7.94","","","69baa02e254d4514fca43c81","2026-03-18T12:53:02.540000","2026-04-05T12:49:48.753000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
